,Country,Year,Schizophrenia (%),Bipolar disorder (%),Eating disorders (%),Anxiety disorders (%),Drug use disorders (%),Depression (%),Alcohol use disorders (%)
622,Czech Republic,1996,0.20644,0.717991,0.207116,3.444645,0.792304,2.914712,1.886854
623,Czech Republic,1997,0.206473,0.718139,0.208107,3.443829,0.809986,2.895237,1.886068
624,Czech Republic,1998,0.206509,0.718277,0.209388,3.442863,0.831526,2.872348,1.884987
625,Czech Republic,1999,0.206558,0.718413,0.210454,3.44209,0.851394,2.848935,1.88601
626,Czech Republic,2000,0.206626,0.718539,0.211636,3.441791,0.865797,2.829517,1.891537
627,Czech Republic,2001,0.206785,0.718731,0.212432,3.443358,0.875369,2.813639,1.909667
628,Czech Republic,2002,0.207023,0.718927,0.214417,3.446593,0.883593,2.798622,1.941127
629,Czech Republic,2003,0.207304,0.719158,0.21618,3.450533,0.893892,2.784097,1.978027
630,Czech Republic,2004,0.207568,0.719381,0.218239,3.453757,0.900348,2.769308,2.012186
631,Czech Republic,2005,0.207759,0.719556,0.22038,3.454852,0.905609,2.757636,2.035478
632,Czech Republic,2006,0.207921,0.719672,0.222426,3.454282,0.907501,2.747446,2.054482
633,Czech Republic,2007,0.208127,0.719784,0.225767,3.453683,0.907129,2.736033,2.078115
634,Czech Republic,2008,0.208354,0.71993,0.228476,3.453239,0.905543,2.725612,2.101904
635,Czech Republic,2009,0.208551,0.720035,0.231436,3.452656,0.903147,2.717684,2.120999
636,Czech Republic,2010,0.208708,0.720166,0.23355,3.452257,0.90374,2.711469,2.13104
637,Czech Republic,2011,0.208842,0.720304,0.234865,3.451666,0.907042,2.706139,2.134149
638,Czech Republic,2012,0.208995,0.720459,0.236274,3.450746,0.912619,2.701576,2.135204
639,Czech Republic,2013,0.209173,0.72066,0.237958,3.449667,0.921354,2.695241,2.133916
640,Czech Republic,2014,0.209365,0.720872,0.239664,3.448396,0.9318,2.690526,2.129813
641,Czech Republic,2015,0.209562,0.721078,0.240712,3.446872,0.946076,2.685547,2.122513
642,Czech Republic,2016,0.20977,0.721308,0.242033,3.445213,0.961408,2.679913,2.111766
645,Denmark,1991,0.236229,1.012908,0.48259,5.310094,0.878043,3.881674,1.507171
646,Denmark,1992,0.236241,1.013019,0.482878,5.310544,0.875904,3.874271,1.52458
647,Denmark,1993,0.236239,1.013136,0.484274,5.310798,0.87243,3.864724,1.542742
648,Denmark,1994,0.236214,1.013203,0.485395,5.310951,0.871507,3.847608,1.561136
649,Denmark,1995,0.236179,1.013236,0.486922,5.310899,0.870474,3.83155,1.579173
650,Denmark,1996,0.23609,1.013232,0.48961,5.310547,0.868626,3.794941,1.600332
651,Denmark,1997,0.235954,1.013299,0.494647,5.310649,0.86369,3.73017,1.626274
652,Denmark,1998,0.235792,1.013338,0.499062,5.310463,0.857224,3.652859,1.653641
653,Denmark,1999,0.235638,1.013371,0.504424,5.310283,0.853659,3.577602,1.678815
654,Denmark,2000,0.235546,1.01345,0.508962,5.310382,0.850497,3.521807,1.69876
655,Denmark,2001,0.235475,1.012581,0.512803,5.31081,0.850006,3.479463,1.715313
656,Denmark,2002,0.235392,1.01041,0.517085,5.312172,0.850585,3.441738,1.731692
657,Denmark,2003,0.235335,1.007777,0.520713,5.31367,0.851833,3.407564,1.747133
658,Denmark,2004,0.235341,1.005595,0.523814,5.31503,0.852467,3.378682,1.760125
659,Denmark,2005,0.235451,1.004746,0.526998,5.31577,0.852469,3.356016,1.769821
660,Denmark,2006,0.237502,1.004875,0.529668,5.31604,0.850434,3.334813,1.778207
661,Denmark,2007,0.242133,1.004998,0.533105,5.316432,0.848743,3.31291,1.78679
662,Denmark,2008,0.24763,1.005122,0.535097,5.316798,0.848538,3.295567,1.794328
663,Denmark,2009,0.252256,1.005264,0.537621,5.317274,0.849113,3.283858,1.798877
664,Denmark,2010,0.254268,1.00537,0.538788,5.317616,0.849496,3.277504,1.798737
665,Denmark,2011,0.254384,1.005413,0.539633,5.317582,0.85307,3.276423,1.79494
666,Denmark,2012,0.254474,1.00546,0.539462,5.317483,0.857337,3.275031,1.789299
667,Denmark,2013,0.254523,1.005467,0.540073,5.317042,0.863583,3.275889,1.781913
668,Denmark,2014,0.254513,1.005456,0.540403,5.316366,0.869327,3.277973,1.772537
669,Denmark,2015,0.254433,1.005441,0.54071,5.315579,0.877252,3.281306,1.760998
670,Denmark,2016,0.254273,1.005443,0.540381,5.314948,0.885161,3.285642,1.747206
673,Ecuador,1991,0.196904,0.866094,0.303024,4.222901,0.59755,2.867432,1.981093
674,Ecuador,1992,0.196956,0.866136,0.302512,4.224582,0.599745,2.872542,1.962545
675,Ecuador,1993,0.196981,0.866209,0.30255,4.225966,0.601282,2.878598,1.945942
676,Ecuador,1994,0.196996,0.866372,0.302124,4.227493,0.604148,2.883428,1.931684
677,Ecuador,1995,0.197018,0.866659,0.302434,4.229296,0.605564,2.890751,1.920328
678,Ecuador,1996,0.19693,0.866932,0.30313,4.23102,0.607352,2.894682,1.910478
679,Ecuador,1997,0.196667,0.867035,0.303455,4.231998,0.609464,2.899459,1.900401
680,Ecuador,1998,0.196348,0.867076,0.304439,4.232644,0.612314,2.906001,1.890466
681,Ecuador,1999,0.19608,0.867131,0.305501,4.233368,0.615478,2.910579,1.880847
682,Ecuador,2000,0.195987,0.867324,0.306553,4.234674,0.618175,2.913822,1.871933
683,Ecuador,2001,0.196195,0.868227,0.307779,4.239415,0.622785,2.919484,1.862297
684,Ecuador,2002,0.196659,0.870008,0.309892,4.248388,0.631823,2.929883,1.851213
685,Ecuador,2003,0.197281,0.872331,0.312814,4.259853,0.64111,2.941199,1.840512
686,Ecuador,2004,0.197912,0.874652,0.31531,4.271232,0.64922,2.951141,1.831493
687,Ecuador,2005,0.198344,0.876152,0.318205,4.278635,0.654036,2.958563,1.824945
688,Ecuador,2006,0.198666,0.876924,0.320662,4.282379,0.656915,2.9588,1.820584
689,Ecuador,2007,0.199071,0.87761,0.323504,4.285642,0.659436,2.959376,1.817016
690,Ecuador,2008,0.199501,0.878213,0.327217,4.288498,0.661045,2.958661,1.813414
691,Ecuador,2009,0.19991,0.87876,0.330934,4.291059,0.662893,2.958505,1.809111
692,Ecuador,2010,0.200232,0.879216,0.334334,4.29317,0.66498,2.959062,1.803276
693,Ecuador,2011,0.200526,0.879678,0.337751,4.295131,0.666404,2.960197,1.79532
694,Ecuador,2012,0.20086,0.880169,0.341703,4.296969,0.667943,2.961697,1.785087
695,Ecuador,2013,0.201224,0.88067,0.34601,4.298674,0.668269,2.965013,1.772735
696,Ecuador,2014,0.201619,0.881209,0.350229,4.300375,0.668814,2.967176,1.75853
697,Ecuador,2015,0.202036,0.881771,0.354659,4.302069,0.668551,2.970413,1.742634
698,Ecuador,2016,0.20247,0.882354,0.359142,4.303726,0.669108,2.973805,1.725335
701,El Salvador,1991,0.188274,0.752325,0.186041,2.849758,0.581865,3.143844,3.224773
702,El Salvador,1992,0.188707,0.753217,0.187018,2.854484,0.583234,3.152032,3.225143
703,El Salvador,1993,0.189128,0.754095,0.188938,2.859214,0.585722,3.157514,3.223386
704,El Salvador,1994,0.189523,0.754958,0.190429,2.863869,0.586387,3.162309,3.219543
705,El Salvador,1995,0.18987,0.755766,0.192433,2.868307,0.587241,3.165224,3.213592
706,El Salvador,1996,0.190241,0.756474,0.194226,2.872445,0.586329,3.161224,3.20531
707,El Salvador,1997,0.190666,0.757019,0.197385,2.875989,0.583382,3.152221,3.194417
708,El Salvador,1998,0.191092,0.757473,0.199902,2.87929,0.578679,3.138971,3.180736
709,El Salvador,1999,0.191483,0.757956,0.202775,2.882587,0.57546,3.124116,3.165348
710,El Salvador,2000,0.191788,0.758525,0.205388,2.885974,0.574848,3.11252,3.148919
711,El Salvador,2001,0.192068,0.759236,0.207843,2.889712,0.57561,3.099898,3.119571
712,El Salvador,2002,0.192408,0.760097,0.209373,2.893763,0.57709,3.089073,3.072536
713,El Salvador,2003,0.192767,0.761024,0.211669,2.897983,0.578727,3.077165,3.017311
714,El Salvador,2004,0.193109,0.76195,0.213524,2.902326,0.579355,3.066272,2.963208
715,El Salvador,2005,0.193404,0.762827,0.215907,2.906668,0.581323,3.058823,2.920276
716,El Salvador,2006,0.193704,0.763679,0.218638,2.911102,0.581639,3.05103,2.887121
717,El Salvador,2007,0.194084,0.764657,0.220663,2.916086,0.582179,3.043548,2.856143
718,El Salvador,2008,0.194484,0.76561,0.223092,2.920971,0.582595,3.037453,2.827514
719,El Salvador,2009,0.194857,0.76644,0.225559,2.925243,0.583041,3.032828,2.801696
720,El Salvador,2010,0.195155,0.767036,0.227828,2.928342,0.583812,3.030472,2.779135
721,El Salvador,2011,0.19542,0.767472,0.229858,2.930574,0.585721,3.027701,2.758677
722,El Salvador,2012,0.195735,0.767948,0.231869,2.932926,0.589475,3.026992,2.738557
723,El Salvador,2013,0.196091,0.768454,0.234488,2.935404,0.59376,3.02532,2.718957
724,El Salvador,2014,0.196483,0.768981,0.236998,2.937975,0.599151,3.025158,2.700236
725,El Salvador,2015,0.196909,0.769541,0.239302,2.940689,0.604498,3.024102,2.682717
726,El Salvador,2016,0.197357,0.770066,0.241685,2.943086,0.611135,3.025543,2.66758
729,Estonia,1991,0.19603,0.701387,0.216099,2.94677,0.865199,4.532675,4.650197
730,Estonia,1992,0.195892,0.701517,0.214754,2.948362,0.869999,4.531758,4.732294
731,Estonia,1993,0.195813,0.701775,0.214296,2.950295,0.875995,4.531379,4.804268
732,Estonia,1994,0.195781,0.702039,0.213722,2.951979,0.882167,4.53102,4.863354
733,Estonia,1995,0.195808,0.702325,0.213587,2.953286,0.890163,4.530258,4.906952
734,Estonia,1996,0.195875,0.702607,0.214233,2.95353,0.900975,4.529189,4.94461
735,Estonia,1997,0.19597,0.7029,0.215408,2.952615,0.916553,4.522665,4.984037
736,Estonia,1998,0.196093,0.703194,0.215566,2.951141,0.935393,4.513299,5.019664
737,Estonia,1999,0.196243,0.703463,0.216796,2.949644,0.955367,4.500387,5.047094
738,Estonia,2000,0.196418,0.703677,0.217424,2.948616,0.975281,4.483954,5.060739
739,Estonia,2001,0.196773,0.704069,0.219349,2.949724,0.996688,4.45538,5.051535
740,Estonia,2002,0.197373,0.704701,0.222309,2.952786,1.023984,4.411393,5.022471
741,Estonia,2003,0.198088,0.705443,0.225861,2.956691,1.052509,4.358236,4.985187
742,Estonia,2004,0.198783,0.706133,0.229283,2.960418,1.076446,4.303747,4.951529
743,Estonia,2005,0.199326,0.70662,0.233166,2.96289,1.09621,4.256001,4.933496
744,Estonia,2006,0.199815,0.706983,0.236076,2.964557,1.107544,4.208616,4.939028
745,Estonia,2007,0.200382,0.707326,0.239855,2.966155,1.11473,4.154931,4.9616
746,Estonia,2008,0.200977,0.707682,0.243593,2.967659,1.119428,4.098571,4.990515
747,Estonia,2009,0.201505,0.707937,0.246115,2.968526,1.122781,4.051133,5.015085
748,Estonia,2010,0.201904,0.708089,0.248455,2.968607,1.126222,4.013452,5.024749
749,Estonia,2011,0.202214,0.708157,0.250151,2.968054,1.128999,3.982428,5.015845
750,Estonia,2012,0.202527,0.708196,0.251287,2.967251,1.131133,3.95317,4.99375
751,Estonia,2013,0.202844,0.708234,0.252233,2.966459,1.133278,3.926684,4.958878
752,Estonia,2014,0.203149,0.708245,0.251934,2.965608,1.133075,3.902099,4.912332
753,Estonia,2015,0.203442,0.708249,0.251524,2.964644,1.131572,3.880068,4.855356
754,Estonia,2016,0.203719,0.708246,0.251266,2.963537,1.12996,3.861329,4.788716
757,Fiji,1991,0.232377,0.448323,0.128161,3.240493,0.729997,3.108308,1.041739
758,Fiji,1992,0.232367,0.448457,0.129065,3.243806,0.732245,3.118784,1.040671
759,Fiji,1993,0.232395,0.44857,0.129991,3.246489,0.733198,3.129411,1.040047
760,Fiji,1994,0.232453,0.448668,0.130924,3.248561,0.734736,3.137638,1.039793
761,Fiji,1995,0.232538,0.448755,0.131466,3.250081,0.736012,3.145224,1.039871
762,Fiji,1996,0.232651,0.448679,0.132254,3.249548,0.736652,3.149088,1.040542
763,Fiji,1997,0.232806,0.448426,0.132559,3.247117,0.737149,3.153693,1.041835
764,Fiji,1998,0.232984,0.448111,0.132909,3.243854,0.737424,3.156554,1.043387
765,Fiji,1999,0.233168,0.447858,0.133572,3.24096,0.738086,3.158185,1.044833
766,Fiji,2000,0.233326,0.447765,0.133838,3.239609,0.738565,3.160318,1.045721
767,Fiji,2001,0.233544,0.447843,0.134486,3.239627,0.738526,3.160485,1.045939
768,Fiji,2002,0.23388,0.448018,0.135087,3.240303,0.73796,3.162425,1.045809
769,Fiji,2003,0.23427,0.448253,0.135763,3.241355,0.737863,3.161375,1.045707
770,Fiji,2004,0.234644,0.448501,0.136672,3.242662,0.737453,3.161844,1.046009
771,Fiji,2005,0.234935,0.448715,0.137064,3.244118,0.73737,3.163073,1.047078
772,Fiji,2006,0.235241,0.448974,0.137634,3.246689,0.737436,3.163513,1.052755
773,Fiji,2007,0.23566,0.449347,0.138105,3.251044,0.738319,3.168357,1.064304
774,Fiji,2008,0.236118,0.449775,0.13897,3.256059,0.740777,3.172747,1.077975
775,Fiji,2009,0.236536,0.450189,0.139411,3.26059,0.743264,3.176639,1.090014
776,Fiji,2010,0.236818,0.450492,0.140063,3.263547,0.744437,3.178691,1.096491
777,Fiji,2011,0.23702,0.450737,0.141395,3.265503,0.746078,3.1808,1.098757
778,Fiji,2012,0.237242,0.450996,0.142176,3.267709,0.747515,3.179419,1.100855
779,Fiji,2013,0.23749,0.451292,0.142736,3.270336,0.748702,3.18011,1.10279
780,Fiji,2014,0.237749,0.451596,0.143668,3.273137,0.751021,3.179131,1.104453
781,Fiji,2015,0.23802,0.451918,0.144976,3.276218,0.753351,3.178253,1.105823
782,Fiji,2016,0.238295,0.452253,0.146452,3.279308,0.755823,3.176044,1.106866
785,Finland,1991,0.269546,1.016271,0.530278,3.773276,0.798945,5.461775,2.315479
786,Finland,1992,0.269008,1.015023,0.529059,3.750241,0.801112,5.486011,2.406339
787,Finland,1993,0.268559,1.013987,0.52995,3.731021,0.801866,5.504764,2.489465
788,Finland,1994,0.268239,1.013285,0.531172,3.71723,0.80366,5.512826,2.56213
789,Finland,1995,0.268088,1.013011,0.53287,3.7103,0.804882,5.508174,2.622415
790,Finland,1996,0.268031,1.013046,0.535375,3.708046,0.804981,5.489475,2.677664
791,Finland,1997,0.267987,1.013198,0.541373,3.707195,0.803562,5.45805,2.733953
792,Finland,1998,0.267953,1.013366,0.547406,3.70705,0.802743,5.419043,2.786062
793,Finland,1999,0.26794,1.013536,0.553743,3.707272,0.80366,5.380097,2.828231
794,Finland,2000,0.267963,1.013631,0.559956,3.707368,0.808128,5.345004,2.855875
795,Finland,2001,0.268087,1.012692,0.566057,3.707495,0.819071,5.298701,2.869149
796,Finland,2002,0.268321,1.010358,0.573195,3.707975,0.835583,5.233677,2.873867
797,Finland,2003,0.268603,1.007589,0.580639,3.708647,0.855184,5.164113,2.87308
798,Finland,2004,0.268833,1.005213,0.586725,3.70906,0.873238,5.103527,2.869444
799,Finland,2005,0.268964,1.004208,0.589937,3.709293,0.886647,5.069844,2.866131
800,Finland,2006,0.269032,1.004173,0.591649,3.713416,0.891214,5.052651,2.862381
801,Finland,2007,0.269105,1.00413,0.591166,3.723251,0.885667,5.034262,2.855894
802,Finland,2008,0.269138,1.004066,0.590755,3.734727,0.87884,5.01573,2.847781
803,Finland,2009,0.269107,1.004038,0.589991,3.744249,0.874919,4.997501,2.839515
804,Finland,2010,0.268967,1.004031,0.591111,3.748035,0.877082,4.981612,2.831877
805,Finland,2011,0.268488,1.004057,0.590937,3.747761,0.886242,4.961094,2.820935
806,Finland,2012,0.267525,1.004193,0.591166,3.747914,0.895593,4.939423,2.802232
807,Finland,2013,0.266139,1.004433,0.591736,3.748436,0.905664,4.916404,2.776273
808,Finland,2014,0.264376,1.004703,0.59194,3.749012,0.916403,4.888971,2.743361
809,Finland,2015,0.262308,1.005044,0.59266,3.749912,0.926837,4.857565,2.70387
810,Finland,2016,0.259967,1.005369,0.593479,3.750722,0.939321,4.825886,2.657734
813,France,1991,0.256748,0.961265,0.504938,6.600836,1.027922,4.56418,1.388861
814,France,1992,0.25744,0.964098,0.508502,6.614875,1.013919,4.531907,1.382412
815,France,1993,0.258021,0.966578,0.512079,6.628746,1.004686,4.505929,1.377867
816,France,1994,0.258469,0.96858,0.515091,6.641236,0.998973,4.48833,1.375352
817,France,1995,0.258701,0.969757,0.517616,6.649509,0.998065,4.480829,1.374704
818,France,1996,0.258764,0.970528,0.519433,6.663568,1.003673,4.472545,1.377426
819,France,1997,0.258747,0.971322,0.521843,6.689107,1.016694,4.458008,1.383628
820,France,1998,0.258675,0.972004,0.523844,6.718134,1.033389,4.43857,1.391317
821,France,1999,0.258611,0.972598,0.525911,6.743644,1.050372,4.424647,1.39872
822,France,2000,0.258596,0.973011,0.528258,6.757883,1.062672,4.41477,1.403921
823,France,2001,0.258661,0.972627,0.531076,6.764595,1.075834,4.393213,1.408721
824,France,2002,0.258778,0.971261,0.535173,6.771649,1.096955,4.352313,1.415662
825,France,2003,0.258905,0.969513,0.539298,6.777747,1.120602,4.302944,1.424034
826,France,2004,0.25901,0.968034,0.542626,6.781921,1.144807,4.256865,1.433206
827,France,2005,0.259043,0.967399,0.545991,6.782676,1.162593,4.227,1.442389
828,France,2006,0.258875,0.966956,0.548996,6.769683,1.178537,4.227962,1.45407
829,France,2007,0.258517,0.965969,0.550719,6.740931,1.193195,4.260417,1.469029
830,France,2008,0.25809,0.964781,0.554064,6.706933,1.206761,4.305071,1.483707
831,France,2009,0.257696,0.963653,0.555602,6.677648,1.216404,4.339659,1.494495
832,France,2010,0.257443,0.962885,0.557622,6.663107,1.22055,4.352983,1.497855
833,France,2011,0.257284,0.962348,0.559685,6.658921,1.221963,4.347922,1.495237
834,France,2012,0.257108,0.96174,0.561704,6.654163,1.221356,4.340423,1.490233
835,France,2013,0.256916,0.961043,0.564262,6.648781,1.218236,4.32967,1.482519
836,France,2014,0.256726,0.960326,0.566911,6.643231,1.213052,4.316753,1.471849
837,France,2015,0.256537,0.959573,0.569338,6.637445,1.204663,4.299326,1.457863
838,France,2016,0.256378,0.958875,0.571357,6.632055,1.19465,4.278159,1.440362
841,Georgia,1991,0.195155,0.706635,0.165866,2.611264,0.440574,2.773673,2.037677
842,Georgia,1992,0.194465,0.706666,0.160393,2.609672,0.439595,2.765139,2.008119
843,Georgia,1993,0.193786,0.706694,0.154669,2.608577,0.439489,2.757044,1.980609
844,Georgia,1994,0.193131,0.70671,0.149718,2.60809,0.439003,2.753385,1.956704
845,Georgia,1995,0.192508,0.706656,0.145532,2.607745,0.438602,2.75061,1.938496
846,Georgia,1996,0.191738,0.706491,0.140568,2.607685,0.438572,2.750939,1.919059
847,Georgia,1997,0.190764,0.706214,0.136109,2.607848,0.437592,2.757046,1.893981
848,Georgia,1998,0.189801,0.705923,0.13149,2.608122,0.43683,2.766024,1.868791
849,Georgia,1999,0.18906,0.705706,0.128535,2.608433,0.436529,2.771796,1.848883
850,Georgia,2000,0.188744,0.705601,0.127389,2.60816,0.436866,2.775152,1.840105
851,Georgia,2001,0.188831,0.705649,0.12792,2.607228,0.437776,2.776171,1.841656
852,Georgia,2002,0.189124,0.705862,0.129053,2.606254,0.439267,2.777238,1.847939
853,Georgia,2003,0.189532,0.706129,0.131324,2.605173,0.441408,2.779253,1.85747
854,Georgia,2004,0.18997,0.706391,0.133759,2.604215,0.442886,2.782174,1.868278
855,Georgia,2005,0.190355,0.70656,0.136479,2.603007,0.445558,2.784664,1.8791
856,Georgia,2006,0.190802,0.706652,0.139095,2.60164,0.448084,2.784744,1.900684
857,Georgia,2007,0.191413,0.706731,0.142197,2.600349,0.451574,2.78403,1.93751
858,Georgia,2008,0.192092,0.706806,0.146511,2.599191,0.45525,2.781577,1.978996
859,Georgia,2009,0.192744,0.706912,0.149798,2.598333,0.460296,2.783439,2.014391
860,Georgia,2010,0.193265,0.707019,0.15333,2.597554,0.464117,2.783825,2.033003
861,Georgia,2011,0.19372,0.707202,0.156341,2.597258,0.466871,2.786203,2.040247
862,Georgia,2012,0.194199,0.707415,0.158729,2.597356,0.47082,2.787449,2.047773
863,Georgia,2013,0.194697,0.707667,0.161859,2.597842,0.474956,2.789678,2.055383
864,Georgia,2014,0.195209,0.707955,0.164708,2.598647,0.478933,2.791195,2.062926
865,Georgia,2015,0.195737,0.708309,0.166974,2.599692,0.483852,2.793426,2.070307
866,Georgia,2016,0.196261,0.708685,0.169635,2.600914,0.488798,2.79403,2.077194
869,Germany,1991,0.250472,0.770712,0.465226,6.581742,0.759452,3.938162,2.144217
870,Germany,1992,0.251561,0.770204,0.469393,6.658989,0.753456,3.930588,2.146702
871,Germany,1993,0.252406,0.769905,0.472826,6.722349,0.74918,3.920866,2.149036
872,Germany,1994,0.252961,0.769755,0.475673,6.765662,0.748763,3.909669,2.150613
873,Germany,1995,0.253191,0.769741,0.477758,6.78324,0.750722,3.899397,2.151015
874,Germany,1996,0.253013,0.769904,0.480072,6.784381,0.757573,3.882934,2.153615
875,Germany,1997,0.252516,0.770266,0.481373,6.782581,0.77177,3.857159,2.159982
876,Germany,1998,0.251897,0.770694,0.482843,6.777523,0.787138,3.827479,2.16656
877,Germany,1999,0.251375,0.771111,0.484153,6.7694,0.802411,3.804899,2.169942
878,Germany,2000,0.251173,0.771464,0.48624,6.758848,0.815481,3.79665,2.16654
879,Germany,2001,0.251302,0.772,0.48872,6.727609,0.827043,3.810194,2.141658
880,Germany,2002,0.251572,0.77288,0.491726,6.669916,0.838369,3.844408,2.093558
881,Germany,2003,0.251899,0.773914,0.493889,6.604618,0.850114,3.882226,2.038043
882,Germany,2004,0.252183,0.77483,0.49631,6.549976,0.85938,3.916444,1.991043
883,Germany,2005,0.252344,0.775454,0.499505,6.525485,0.868482,3.931693,1.968473
884,Germany,2006,0.252291,0.776273,0.501686,6.528921,0.875864,3.932749,1.976898
885,Germany,2007,0.252067,0.777668,0.505554,6.542042,0.884383,3.931454,2.004104
886,Germany,2008,0.2518,0.779304,0.509359,6.559577,0.893683,3.929604,2.037797
887,Germany,2009,0.251566,0.780681,0.512774,6.574972,0.899817,3.927844,2.065072
888,Germany,2010,0.251478,0.781413,0.51537,6.582874,0.902898,3.927668,2.07312
889,Germany,2011,0.251485,0.781582,0.516948,6.584403,0.90355,3.92806,2.062087
890,Germany,2012,0.251494,0.781459,0.518702,6.583427,0.902418,3.930375,2.042078
891,Germany,2013,0.251527,0.781089,0.520611,6.580384,0.899359,3.934021,2.012938
892,Germany,2014,0.251591,0.780441,0.521992,6.57494,0.896422,3.940119,1.974528
893,Germany,2015,0.25172,0.779517,0.522847,6.566759,0.893847,3.946206,1.927178
894,Germany,2016,0.251956,0.777822,0.521596,6.54799,0.8909,3.949598,1.874791
897,Greece,1991,0.250421,0.942606,0.496066,5.71239,0.575817,4.030599,1.047666
898,Greece,1992,0.250638,0.943685,0.498349,5.717836,0.599391,3.999921,1.050586
899,Greece,1993,0.250837,0.944649,0.500452,5.722452,0.616202,3.983216,1.053628
900,Greece,1994,0.251006,0.945432,0.503159,5.725855,0.625737,3.976716,1.05654
901,Greece,1995,0.251137,0.945964,0.50516,5.727741,0.628369,3.975901,1.059136
902,Greece,1996,0.251153,0.946115,0.508336,5.727273,0.614639,3.998333,1.06232
903,Greece,1997,0.251014,0.945881,0.512371,5.724533,0.581431,4.051676,1.066425
904,Greece,1998,0.250828,0.945477,0.516637,5.720856,0.540512,4.12221,1.070769
905,Greece,1999,0.250693,0.945149,0.521368,5.717818,0.505222,4.189615,1.074382
906,Greece,2000,0.25071,0.945115,0.526984,5.71693,0.488831,4.235863,1.076459
907,Greece,2001,0.251014,0.944848,0.533616,5.722313,0.485839,4.269788,1.077283
908,Greece,2002,0.251574,0.944034,0.541749,5.734973,0.485551,4.305083,1.077748
909,Greece,2003,0.252244,0.943127,0.550319,5.750897,0.485084,4.338623,1.078191
910,Greece,2004,0.252851,0.942519,0.557717,5.765406,0.486551,4.364038,1.078711
911,Greece,2005,0.253248,0.942699,0.563207,5.774413,0.487546,4.377243,1.07953
912,Greece,2006,0.2535,0.943561,0.566944,5.780075,0.491969,4.375195,1.086132
913,Greece,2007,0.253757,0.944629,0.570741,5.787222,0.499858,4.367724,1.100345
914,Greece,2008,0.253982,0.945705,0.573939,5.794572,0.509554,4.355115,1.116942
915,Greece,2009,0.254121,0.946554,0.575401,5.800585,0.51886,4.339084,1.130703
916,Greece,2010,0.254124,0.946952,0.576268,5.803853,0.524963,4.32432,1.136287
917,Greece,2011,0.25403,0.947111,0.576234,5.804698,0.528951,4.308968,1.136072
918,Greece,2012,0.253911,0.947375,0.57508,5.804831,0.533145,4.291949,1.135864
919,Greece,2013,0.25375,0.947666,0.573752,5.80382,0.53723,4.272856,1.135179
920,Greece,2014,0.253543,0.947957,0.572011,5.801559,0.541156,4.252704,1.133881
921,Greece,2015,0.2533,0.948286,0.568756,5.798518,0.54563,4.231759,1.131753
922,Greece,2016,0.253015,0.948612,0.565342,5.794717,0.549305,4.208264,1.128556
925,Guatemala,1991,0.187145,0.726261,0.200701,2.816666,0.693908,3.234091,3.365116
926,Guatemala,1992,0.187444,0.726982,0.201473,2.821017,0.695608,3.25672,3.350951
927,Guatemala,1993,0.187719,0.727701,0.202021,2.825354,0.697732,3.279665,3.33331
928,Guatemala,1994,0.187961,0.72844,0.20272,2.829762,0.699944,3.303338,3.312988
929,Guatemala,1995,0.188155,0.729168,0.204042,2.83406,0.701322,3.324058,3.291172
930,Guatemala,1996,0.188317,0.7298,0.20521,2.837778,0.702588,3.353594,3.259755
931,Guatemala,1997,0.188473,0.7303,0.206234,2.840688,0.705272,3.392958,3.2141
932,Guatemala,1998,0.188621,0.730738,0.208416,2.843305,0.706219,3.4329,3.160249
933,Guatemala,1999,0.188763,0.731181,0.209855,2.845939,0.707047,3.466129,3.104749
934,Guatemala,2000,0.188907,0.731712,0.210934,2.84898,0.706998,3.482448,3.054103
935,Guatemala,2001,0.189095,0.732444,0.212719,2.853277,0.70597,3.486581,2.999772
936,Guatemala,2002,0.189344,0.733344,0.213666,2.858475,0.70422,3.487929,2.936396
937,Guatemala,2003,0.189625,0.734329,0.215755,2.864035,0.701601,3.487568,2.873611
938,Guatemala,2004,0.18991,0.735319,0.216383,2.869514,0.69895,3.48479,2.820846
939,Guatemala,2005,0.190159,0.736185,0.217593,2.874119,0.696271,3.480905,2.787891
940,Guatemala,2006,0.19041,0.736977,0.218648,2.878226,0.69359,3.466441,2.769829
941,Guatemala,2007,0.190724,0.737838,0.219789,2.882478,0.690712,3.438977,2.755606
942,Guatemala,2008,0.191056,0.738682,0.220678,2.886498,0.686783,3.406449,2.744363
943,Guatemala,2009,0.191358,0.739416,0.221864,2.890026,0.683366,3.374171,2.734925
944,Guatemala,2010,0.191585,0.739943,0.221966,2.892567,0.681025,3.348861,2.726701
945,Guatemala,2011,0.191773,0.740344,0.223332,2.894485,0.67999,3.327176,2.717977
946,Guatemala,2012,0.191989,0.740777,0.224417,2.896401,0.680093,3.305923,2.707824
947,Guatemala,2013,0.19223,0.741241,0.225906,2.898381,0.678452,3.28505,2.696392
948,Guatemala,2014,0.192491,0.741737,0.227451,2.900451,0.677763,3.265867,2.683841
949,Guatemala,2015,0.192765,0.742245,0.228957,2.902515,0.677789,3.249042,2.670481
950,Guatemala,2016,0.193053,0.742788,0.230272,2.904734,0.677471,3.231614,2.656497
953,Guyana,1991,0.180368,0.836745,0.184113,4.493982,0.67377,3.730154,1.826493
954,Guyana,1992,0.180597,0.837041,0.185075,4.496465,0.682439,3.770148,1.847594
955,Guyana,1993,0.180831,0.837311,0.18593,4.498079,0.690722,3.8079,1.867695
