,Country,Year,Unemployment Rate
2136,South Africa,1995,29.89
2137,South Africa,1996,29.87
2138,South Africa,1997,29.91
2139,South Africa,1998,29.95
2140,South Africa,1999,29.91
2141,South Africa,2000,29.88
2142,South Africa,2001,30.69
2143,South Africa,2002,33.29
2144,South Africa,2003,32.31
2145,South Africa,2004,29.45
2146,South Africa,2005,29.12
2147,South Africa,2006,28.34
2148,South Africa,2007,26.54
2149,South Africa,2008,22.41
2150,South Africa,2009,23.52
2151,South Africa,2010,24.68
2152,South Africa,2011,24.64
2153,South Africa,2012,24.73
2154,South Africa,2013,24.56
2155,South Africa,2014,24.89
2156,South Africa,2015,25.15
2157,South Africa,2016,26.54
2158,Spain,1991,15.93
2159,Spain,1992,17.7
2160,Spain,1993,22.16
2161,Spain,1994,24.21
2162,Spain,1995,22.67
2163,Spain,1996,22.14
2164,Spain,1997,20.7
2165,Spain,1998,18.67
2166,Spain,1999,15.48
2167,Spain,2000,13.79
2168,Spain,2001,10.35
2169,Spain,2002,11.15
2170,Spain,2003,11.28
2171,Spain,2004,11.09
2172,Spain,2005,9.15
2173,Spain,2006,8.45
2174,Spain,2007,8.23
2175,Spain,2008,11.25
2176,Spain,2009,17.86
2177,Spain,2010,19.86
2178,Spain,2011,21.39
2179,Spain,2012,24.79
2180,Spain,2013,26.09
2181,Spain,2014,24.44
2182,Spain,2015,22.06
2183,Spain,2016,19.63
2184,Sri Lanka,1991,14.66
2185,Sri Lanka,1992,14.22
2186,Sri Lanka,1993,13.82
2187,Sri Lanka,1994,13.03
2188,Sri Lanka,1995,12.27
2189,Sri Lanka,1996,11.35
2190,Sri Lanka,1997,10.6
2191,Sri Lanka,1998,9.17
2192,Sri Lanka,1999,8.88
2193,Sri Lanka,2000,7.74
2194,Sri Lanka,2001,7.9
2195,Sri Lanka,2002,8.76
2196,Sri Lanka,2003,8.22
2197,Sri Lanka,2004,8.38
2198,Sri Lanka,2005,7.67
2199,Sri Lanka,2006,6.5
2200,Sri Lanka,2007,5.97
2201,Sri Lanka,2008,5.22
2202,Sri Lanka,2009,5.85
2203,Sri Lanka,2010,4.78
2204,Sri Lanka,2011,4.12
2205,Sri Lanka,2012,3.88
2206,Sri Lanka,2013,4.24
2207,Sri Lanka,2014,4.19
2208,Sri Lanka,2015,4.52
2209,Sri Lanka,2016,4.24
2210,Suriname,1991,17.07
2211,Suriname,1992,17.28
2212,Suriname,1993,15.64
2213,Suriname,1994,12.7
2214,Suriname,1995,8.39
2215,Suriname,1996,10.88
2216,Suriname,1997,10.56
2217,Suriname,1998,10.63
2218,Suriname,1999,13.6
2219,Suriname,2000,12.74
2220,Suriname,2001,11.91
2221,Suriname,2002,11.15
2222,Suriname,2003,10.31
2223,Suriname,2004,9.49
2224,Suriname,2005,9.38
2225,Suriname,2006,9.19
2226,Suriname,2007,9.03
2227,Suriname,2008,8.88
2228,Suriname,2009,8.72
2229,Suriname,2010,7.15
2230,Suriname,2011,7.54
2231,Suriname,2012,8.1
2232,Suriname,2013,6.6
2233,Suriname,2014,6.94
2234,Suriname,2015,7.22
2235,Suriname,2016,7.92
2236,Sweden,1991,3.24
2237,Sweden,1992,5.72
2238,Sweden,1993,9.33
2239,Sweden,1994,9.58
2240,Sweden,1995,8.9
2241,Sweden,1996,9.55
2242,Sweden,1997,10.36
2243,Sweden,1998,8.94
2244,Sweden,1999,7.61
2245,Sweden,2000,5.47
2246,Sweden,2001,4.73
2247,Sweden,2002,4.97
2248,Sweden,2003,5.55
2249,Sweden,2004,6.69
2250,Sweden,2005,7.49
2251,Sweden,2006,7.07
2252,Sweden,2007,6.16
2253,Sweden,2008,6.23
2254,Sweden,2009,8.35
2255,Sweden,2010,8.61
2256,Sweden,2011,7.8
2257,Sweden,2012,7.98
2258,Sweden,2013,8.05
2259,Sweden,2014,7.95
2260,Sweden,2015,7.43
2261,Sweden,2016,6.99
2262,Switzerland,1991,1.78
2263,Switzerland,1992,2.81
2264,Switzerland,1993,3.72
2265,Switzerland,1994,3.88
2266,Switzerland,1995,3.33
2267,Switzerland,1996,3.71
2268,Switzerland,1997,4.2
2269,Switzerland,1998,3.6
2270,Switzerland,1999,3.15
2271,Switzerland,2000,2.67
2272,Switzerland,2001,2.49
2273,Switzerland,2002,2.92
2274,Switzerland,2003,4.12
2275,Switzerland,2004,4.32
2276,Switzerland,2005,4.44
2277,Switzerland,2006,4
2278,Switzerland,2007,3.65
2279,Switzerland,2008,3.35
2280,Switzerland,2009,4.12
2281,Switzerland,2010,4.8
2282,Switzerland,2011,4.4
2283,Switzerland,2012,4.48
2284,Switzerland,2013,4.75
2285,Switzerland,2014,4.83
2286,Switzerland,2015,4.8
2287,Switzerland,2016,4.92
2314,Thailand,1991,2.63
2315,Thailand,1992,1.35
2316,Thailand,1993,1.49
2317,Thailand,1994,1.35
2318,Thailand,1995,1.1
2319,Thailand,1996,1.07
2320,Thailand,1997,0.87
2321,Thailand,1998,3.4
2322,Thailand,1999,2.97
2323,Thailand,2000,2.39
2324,Thailand,2001,2.6
2325,Thailand,2002,1.82
2326,Thailand,2003,1.54
2327,Thailand,2004,1.51
2328,Thailand,2005,1.35
2329,Thailand,2006,1.22
2330,Thailand,2007,1.18
2331,Thailand,2008,1.18
2332,Thailand,2009,0.95
2333,Thailand,2010,0.62
2334,Thailand,2011,0.66
2335,Thailand,2012,0.58
2336,Thailand,2013,0.25
2337,Thailand,2014,0.58
2338,Thailand,2015,0.6
2339,Thailand,2016,0.69
2366,Trinidad and Tobago,1991,18.52
2367,Trinidad and Tobago,1992,19.66
2368,Trinidad and Tobago,1993,19.81
2369,Trinidad and Tobago,1994,18.44
2370,Trinidad and Tobago,1995,17.22
2371,Trinidad and Tobago,1996,16.25
2372,Trinidad and Tobago,1997,15.01
2373,Trinidad and Tobago,1998,14.21
2374,Trinidad and Tobago,1999,13.12
2375,Trinidad and Tobago,2000,12.1
2376,Trinidad and Tobago,2001,10.88
2377,Trinidad and Tobago,2002,10.39
2378,Trinidad and Tobago,2003,10.48
2379,Trinidad and Tobago,2004,8.33
2380,Trinidad and Tobago,2005,7.95
2381,Trinidad and Tobago,2006,6.27
2382,Trinidad and Tobago,2007,5.54
2383,Trinidad and Tobago,2008,4.63
2384,Trinidad and Tobago,2009,5.28
2385,Trinidad and Tobago,2010,4.03
2386,Trinidad and Tobago,2011,3.43
2387,Trinidad and Tobago,2012,3.72
2388,Trinidad and Tobago,2013,2.68
2389,Trinidad and Tobago,2014,2.48
2390,Trinidad and Tobago,2015,2.43
2391,Trinidad and Tobago,2016,3.21
2392,Turkey,1991,8.21
2393,Turkey,1992,8.51
2394,Turkey,1993,8.96
2395,Turkey,1994,8.58
2396,Turkey,1995,7.64
2397,Turkey,1996,6.63
2398,Turkey,1997,6.84
2399,Turkey,1998,6.89
2400,Turkey,1999,7.69
2401,Turkey,2000,6.5
2402,Turkey,2001,8.38
2403,Turkey,2002,10.36
2404,Turkey,2003,10.54
2405,Turkey,2004,10.84
2406,Turkey,2005,10.64
2407,Turkey,2006,8.72
2408,Turkey,2007,8.87
2409,Turkey,2008,9.71
2410,Turkey,2009,12.55
2411,Turkey,2010,10.66
2412,Turkey,2011,8.8
2413,Turkey,2012,8.15
2414,Turkey,2013,8.73
2415,Turkey,2014,9.88
2416,Turkey,2015,10.24
2417,Turkey,2016,10.84
2418,Turkmenistan,1991,1.4
2419,Turkmenistan,1992,1.5
2420,Turkmenistan,1993,1.5
2421,Turkmenistan,1994,4.7
2422,Turkmenistan,1995,8.3
2423,Turkmenistan,1996,10.3
2424,Turkmenistan,1997,11
2425,Turkmenistan,1998,12.2
2426,Turkmenistan,1999,12.7
2427,Turkmenistan,2000,11.54
2428,Turkmenistan,2001,10.68
2429,Turkmenistan,2002,9.75
2430,Turkmenistan,2003,8.99
2431,Turkmenistan,2004,8.19
2432,Turkmenistan,2005,7.5
2433,Turkmenistan,2006,6.61
2434,Turkmenistan,2007,5.76
2435,Turkmenistan,2008,4.95
2436,Turkmenistan,2009,4
2437,Turkmenistan,2010,4
2438,Turkmenistan,2011,4.09
2439,Turkmenistan,2012,4.09
2440,Turkmenistan,2013,4.11
2441,Turkmenistan,2014,4.14
2442,Turkmenistan,2015,4.14
2443,Turkmenistan,2016,4.17
2444,Ukraine,1991,1.9
2445,Ukraine,1992,1.9
2446,Ukraine,1993,2
2447,Ukraine,1994,2
2448,Ukraine,1995,5.62
2449,Ukraine,1996,7.65
2450,Ukraine,1997,8.93
2451,Ukraine,1998,11.32
2452,Ukraine,1999,11.86
2453,Ukraine,2000,11.71
2454,Ukraine,2001,11.06
2455,Ukraine,2002,10.14
2456,Ukraine,2003,9.06
2457,Ukraine,2004,8.59
2458,Ukraine,2005,7.18
2459,Ukraine,2006,6.81
2460,Ukraine,2007,6.35
2461,Ukraine,2008,6.36
2462,Ukraine,2009,8.84
2463,Ukraine,2010,8.1
2464,Ukraine,2011,7.85
2465,Ukraine,2012,7.53
2466,Ukraine,2013,7.17
2467,Ukraine,2014,9.27
2468,Ukraine,2015,9.14
2469,Ukraine,2016,9.35
2470,United Arab Emirates,1991,1.87
2471,United Arab Emirates,1992,1.84
2472,United Arab Emirates,1993,1.85
2473,United Arab Emirates,1994,1.81
2474,United Arab Emirates,1995,1.8
2475,United Arab Emirates,1996,1.9
2476,United Arab Emirates,1997,1.98
2477,United Arab Emirates,1998,2.14
2478,United Arab Emirates,1999,2.22
2479,United Arab Emirates,2000,2.25
2480,United Arab Emirates,2001,2.49
2481,United Arab Emirates,2002,2.65
2482,United Arab Emirates,2003,2.75
2483,United Arab Emirates,2004,2.91
2484,United Arab Emirates,2005,3.12
2485,United Arab Emirates,2006,2.94
2486,United Arab Emirates,2007,2.87
2487,United Arab Emirates,2008,2.74
2488,United Arab Emirates,2009,2.68
2489,United Arab Emirates,2010,2.48
2490,United Arab Emirates,2011,2.3
2491,United Arab Emirates,2012,2.18
2492,United Arab Emirates,2013,2.04
2493,United Arab Emirates,2014,1.91
2494,United Arab Emirates,2015,1.77
2495,United Arab Emirates,2016,1.64
2496,United Kingdom,1991,8.55
2497,United Kingdom,1992,9.78
2498,United Kingdom,1993,10.35
2499,United Kingdom,1994,9.65
2500,United Kingdom,1995,8.69
2501,United Kingdom,1996,8.19
2502,United Kingdom,1997,7.07
2503,United Kingdom,1998,6.2
2504,United Kingdom,1999,6.04
2505,United Kingdom,2000,5.56
2506,United Kingdom,2001,4.7
2507,United Kingdom,2002,5.04
2508,United Kingdom,2003,4.81
2509,United Kingdom,2004,4.59
2510,United Kingdom,2005,4.75
2511,United Kingdom,2006,5.35
2512,United Kingdom,2007,5.26
2513,United Kingdom,2008,5.62
2514,United Kingdom,2009,7.54
2515,United Kingdom,2010,7.79
2516,United Kingdom,2011,8.04
2517,United Kingdom,2012,7.88
2518,United Kingdom,2013,7.52
2519,United Kingdom,2014,6.11
2520,United Kingdom,2015,5.3
2521,United Kingdom,2016,4.81
2522,United States,1991,6.8
2523,United States,1992,7.5
2524,United States,1993,6.9
2525,United States,1994,6.12
2526,United States,1995,5.65
2527,United States,1996,5.45
2528,United States,1997,5
2529,United States,1998,4.51
2530,United States,1999,4.22
2531,United States,2000,3.99
2532,United States,2001,4.73
2533,United States,2002,5.78
2534,United States,2003,5.99
2535,United States,2004,5.53
2536,United States,2005,5.08
2537,United States,2006,4.62
2538,United States,2007,4.62
2539,United States,2008,5.78
2540,United States,2009,9.25
2541,United States,2010,9.63
2542,United States,2011,8.95
2543,United States,2012,8.07
2544,United States,2013,7.37
2545,United States,2014,6.17
2546,United States,2015,5.28
2547,United States,2016,4.87
2548,Uruguay,1991,8.95
2549,Uruguay,1992,8.96
2550,Uruguay,1993,8.35
2551,Uruguay,1994,9.04
2552,Uruguay,1995,10.02
2553,Uruguay,1996,11.93
2554,Uruguay,1997,11.44
2555,Uruguay,1998,9.36
2556,Uruguay,1999,10.47
2557,Uruguay,2000,12.63
2558,Uruguay,2001,15.05
2559,Uruguay,2002,16.65
2560,Uruguay,2003,16.66
2561,Uruguay,2004,12.98
2562,Uruguay,2005,12.01
2563,Uruguay,2006,10.84
2564,Uruguay,2007,9.4
2565,Uruguay,2008,8.03
2566,Uruguay,2009,7.74
2567,Uruguay,2010,7.16
2568,Uruguay,2011,6.31
2569,Uruguay,2012,6.45
2570,Uruguay,2013,6.44
2571,Uruguay,2014,6.55
2572,Uruguay,2015,7.49
2573,Uruguay,2016,7.84
2574,Uzbekistan,1991,1.9
2575,Uzbekistan,1992,2.9
2576,Uzbekistan,1993,4.9
2577,Uzbekistan,1994,7.3
2578,Uzbekistan,1995,7.8
2579,Uzbekistan,1996,10.7
2580,Uzbekistan,1997,10.9
2581,Uzbekistan,1998,13.3
2582,Uzbekistan,1999,13.3
2583,Uzbekistan,2000,12.23
2584,Uzbekistan,2001,11.2
2585,Uzbekistan,2002,10.15
2586,Uzbekistan,2003,9.11
2587,Uzbekistan,2004,8.19
2588,Uzbekistan,2005,7.09
2589,Uzbekistan,2006,6.03
2590,Uzbekistan,2007,4.99
2591,Uzbekistan,2008,4.89
2592,Uzbekistan,2009,5
2593,Uzbekistan,2010,5.4
2594,Uzbekistan,2011,5
2595,Uzbekistan,2012,4.9
2596,Uzbekistan,2013,4.9
2597,Uzbekistan,2014,5.1
2598,Uzbekistan,2015,5.2
2599,Uzbekistan,2016,5.2
